course_title,course_code,university,country,source_url,academic_year,semester,semester_normalized,study_level,credits,credit_system,ects_credits,aims,course_content,learning_outcomes,assessment_methods,literature
Data Structures for Data Analytics in Science,DASC3120,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/DASC,2025-26,,,undergraduate,3.0,HKUST credits,6.0,"This course is a continuation of DASC 2110. It will cover topics on data structures, including arrays, lists, dictionaries, stacks, queues, and linked lists, as well as various searching and sorting algorithms. Students will have the opportunity to apply their knowledge to data analytics applications, with an emphasis on efficiency.",,1. Describe and implement various data structures. 2. Describe and implement various searching and sorting algorithms. 3. Apply data structures and algorithms to solve data analytics problems effectively and efficiently.,,
Statistical Modeling and Machine Learning,DASC3230,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/DASC,2025-26,,,undergraduate,3.0,HKUST credits,6.0,"This course introduces fundamental principles and techniques of statistical modeling for uncovering patterns and making predictions from data. Various statistical learning methods routinely used in the fields of data science and machine learning will be covered, including linear regression, classification, random forest, support vector machines, dimension reduction, clustering, graphical models, and neural networks. The course contents include both theoretical concepts and Python coding demonstrations to help students develop a solid understanding of the core principles and gain practical experience in algorithm implementation. Through conceptual and hands-on explorations, students will acquire essential knowledge and skills for careers in a society that is increasingly driven by data and machine intelligence.",,"1. Explain the assumptions, working principles, and trade-offs of data analytics techniques including regression, classification, dimension reduction, and clustering. 2. Execute basic data processing, model training, inferential and predictive analyses with the Python programming language. 3. Assess the performance of machine learning models based on the characteristics of the problem and dataset. 4. Design and implement complete data analysis workflows for real-world problems, including preprocessing, model selection, validation, and interpretation of results.",,
Data Visualization in Science,DASC3240,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/DASC,2025-26,,,undergraduate,3.0,HKUST credits,6.0,"Data visualization is the graphical representation of applied data science. It can also provide us with a powerful way to communicate data-driven findings, motivate analyses, and detect flaws in an infographic or dashboard. This course illustrates how to use the techniques of data visualization and discovery tools to explore, visualize and analyze data. By the end of the course, students will be able to utilize tools and packages in R or Python to enhance their skills on science communication.",,"1. Explain the fundamental concepts of exploratory and explanatory data visualization. 2. Execute data processing for visualization using various data formats in R or Python. 3. Implement effective data visualizations using R or Python by considering design principles such as color usage, layout, format, and font. 4. Interpret and critically analyze various graphs. 5. Apply visualization techniques, including static figures, interactive figures, animations, and web applications, to effectively visualize data across various scientific disciplines.",,
Numerical Methods for Data Analytics in Science,DASC3250,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/DASC,2025-26,,,undergraduate,3.0,HKUST credits,6.0,"This course introduces numerical methods for various data analytic tools. Topics include numerical algorithms for linear systems, eigenvalues and eigenvectors, nonlinear equations, interpolation and approximation, numerical integration and solution of ordinary differential equations, fundamental theory and techniques of constrained and unconstrained optimizations, fundamental techniques and software for machine learning. Examples are taken from various applications in both physical and life sciences.",,"1. Explain theories and key ideas of basic numerical algorithms for matrix computations, nonlinear equations, differential equations, interpolation, regression, integration and machine learning. 2. Apply numerical algorithms to solve computational problems related to data analysis, including solving linear and nonlinear system, dimensionality reduction, interpolation, regression, integration, classification and optimization. 3. Evaluate and analyze applicability and computational performance of basic numerical algorithms in data analysis applications.",,
Practical Artificial Intelligence in Science,DASC4010,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/DASC,2025-26,,,undergraduate,3.0,HKUST credits,6.0,"This course provides students with an overview of the field of Artificial Intelligence (AI) focusing on machine learning ML) and its applications. It introduces several basic AI/ML Python software packages with emphasis on using existing AI techniques provided by the Python packages to solve problems in science. Throughout the course, students will gain hands-on experiences of using modern AI/ML software via solving practical problems. Students without the prerequisites but possess relevant knowledge may seek instructor's approval for enrolling in the course.",,"1. Explain basic knowledge about the field of artificial intelligence (AI) and machine learning (ML), including the development of the field, search algorithms, probabilistic reasoning, supervised learning, and unsupervised learning. 2. Apply state-of-the-art Python AI/ML packages such as linear regression, logistic regression, support vector machine, principal component analysis, random forest, and neural networks to solve realistic problems. 3. Design frameworks for using AI techniques to solve specific scientific problems including hyperparameter tuning with validation dataset, data balance, bias and variance trade. 4. Implement Python programs to tackle scientific problems through class projects.",,
Structured Query Language for Data Analytics,DASC4020,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/DASC,2025-26,,,undergraduate,3.0,HKUST credits,6.0,"This course is designed to provide students with a solid foundation in database design principles and the practical skills to apply these concepts in data analytics. By the end of this course, students will be able to design databases, write simple and complex SQL queries, and integrate database techniques into data analytics workflows.",,"1. Describe the database design principles and produce effective database designs. 2. Implement effective SQL queries for data cleaning, retrieval, manipulation, and aggregation. 3. Apply data models in practical data analytics workflows.",,
Capstone Project for Data Analytics in Science,DASC4300,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/DASC,2025-26,,,undergraduate,3.0,HKUST credits,6.0,"This course provides final-year Data Analytics and Artificial Intelligence in Science (DASC) students in the School of Science with a platform to apply and integrate their acquired knowledge, technical skills, and problem-solving abilities. By completing this capstone project in a chosen area of interest and under the supervision of a faculty member, students will gain practical experience in managing data analytics challenges.",,"1. Identify and describe a data-intensive field. 2. Develop a suitable data collection method. 3. Implement a comprehensive dashboard for performing descriptive analytics. 4. Apply suitable data-driven models for analysing data to identify problems and opportunities. 5. Evaluate data-driven insights, findings, and recommendations effectively through clear, structured, and professional oral presentations.",,
Data Analytics in Information Science,DASC4400,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/DASC,2025-26,,,undergraduate,3.0,HKUST credits,6.0,"This course introduces various case studies drawn from different areas of data and information sciences to illustrate the use of data analytics as a problem-solving tool. Topics include recommendation systems, data from social media and FinTech. Each application integrates mathematical models, numerical techniques and computer implementations into a coherent perspective.",,"1. Explain mathematical theories, concepts and principles applied to the study of information science. 2. Apply a logical and practical approach to execute tasks and solve problems in information science. 3. Communicate mathematical concepts and methods effectively to a range of audiences, both orally and in writing.",,
Exploring Multimedia and Internet Computing,COMP1001,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/COMP,2025-26,,,undergraduate,3.0,HKUST credits,6.0,"The course introduces the organization and basic working mechanism of a computer system, including the development of the trend of modern computer system. It covers the fundamentals of computer hardware design and software application development. The course emphasizes the application of the state-of-the-art software tools to solve problems and present solutions via a range of skills related to multimedia and internet computing tools such as internet, e-mail, WWW, webpage design, computer animation, spread sheet charts/figures, presentations with graphics and animations, etc. The course also covers business, accessibility, and relevant security issues in the use of computers and Internet.",,"1. Identify the organization, basic working mechanism, and latest trend of modern computer systems 2. Recall the design principles and procedure of software application development 3. Recognize the social and philosophical impacts of computers and internet to human society 4. Apply integrated knowledge on state-of-the-art software to solve problems and present solutions via websites, surveys, documents, spreadsheets, presentations, etc 5. Search information efficiently from internet and share with others 6. Identify security issues in internet and protect personal information",,
Introduction to Computer Science,COMP1021,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/COMP,2025-26,,,undergraduate,3.0,HKUST credits,6.0,"This course introduces students to the world of Computer Science. Students will experience a range of fun and interesting areas from the world of computing, such as game programming, web programming, user interface design and computer graphics. These will be explored largely by programming in the Python language. For all students, except students of School of Engineering; Data Science and Technology major and Dual Degree students with Engineering as one of the degrees.",,"1. Demonstrate programming skills, with an emphasis on the Python programming language 2. Write programs in interesting areas such as game programming, computer graphics and user interface design",,
Introduction to Python Programming,COMP1023,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/COMP,2025-26,,,undergraduate,3.0,HKUST credits,6.0,"This introductory course is designed to provide a comprehensive overview of the Python programming language and its core concepts, such as data types, variables, operators, and control structures, as well as the collection data types, including lists, tuples, sets, and dictionaries. Additionally, it covers the language's functions and the fundamentals of object-oriented programming. The course also explores a range of useful Python modules and packages, such as NumPy, Pandas, Matplotlib, through meaningful examples and applications, as well as hands-on experimentation using a well-known integrated development environment and AI tools. Furthermore, this course will discuss good programming practices and debugging skills.",,"1. Implement solutions to simple problems by writing well-structured Python programs leveraging fundamental programming constructs. 2. Develop modular, reusable Python programs through the effective use of functions and modules. 3. Understand the core principles of object-oriented programming to create robust, maintainable Python applications. 4. Analyze and visualize data using appropriate libraries and tools. 5. Write Python code that adheres to industry-standard best practices for coding style and documentation.",,
Extended Python Programming Bridging Course,COMP1028,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/COMP,2025-26,,,undergraduate,1.0,HKUST credits,2.0,"This course is designed for students who have already completed COMP 1021 Introduction to Computer Science and want to learn additional material for AI programming in Python, as well as to meet the prerequisites for courses requiring COMP 1023 Introduction to Python Programming. It includes the topics found in COMP 1023 that are not covered in COMP 1021.The course goes into greater detail on the concepts from COMP 1021 and covers more advanced topics, such as NumPy, Pandas, and Matplotlib. Students will engage in these topics through self-learning of course materials and guided programming exercises. Students without the prerequisites but with relevant programming knowledge may seek the instructor's approval to enroll in the course. Graded P or F.",,"1. Describe the in-depth programming mechanisms in Python. 2. Apply the core principles of object-oriented programming to create robust, maintainable Python applications. 3. Analyze and visualize data using appropriate libraries and tools. 4. Write Python code that adheres to industry-standard best practices for coding style and documentation.",,
C Programming Bridging Course,COMP1029C,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/COMP,2025-26,,,undergraduate,1.0,HKUST credits,2.0,"This course introduces the C programming language. It is intended for students who already have some experience in computer programming but wish to learn how to apply those programming skills to the C language. The course covers basic programming topics, such as variables, control, loops, and functions, to more advanced topics. Students explore these by self-learning of course materials together with guided programming exercises. Students without the prerequisites but possess relevant programming knowledge may seek instructor's approval for enrolling in the course. Graded P or F.",,"1. Define basic programming elements such as variables, control, loops and functions in C. 2. Describe data structures and data abstraction in C. 3. Implement advanced programming concepts in C. 4. Design, write and debug computer programs in C.",,
Java Programming Bridging Course,COMP1029J,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/COMP,2025-26,,,undergraduate,1.0,HKUST credits,2.0,"This course introduces the Java programming language. It is intended for students who already have some experience in computer programming but wish to learn how to apply those programming skills to the Java language. The course covers basic programming topics such as variables, control statements, loops, functions, and object-oriented programming concepts. Students explore these by self-learning of course materials together with guided programming exercises. Students without the prerequisites but possess relevant programming knowledge may seek instructor's approval for enrolling in the course. Graded P or F.",,"1. Define basic programming elements such as variables, control, loops and functions in Java. 2. Describe object-oriented programming concepts in Java. 3. Describe data structures and data abstraction in Java. 4. Design, write and debug computer programs in Java.",,
Python Programming Bridging Course,COMP1029P,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/COMP,2025-26,,,undergraduate,1.0,HKUST credits,2.0,"This course introduces the Python programming language. It is intended for students who already have some experience in computer programming but wish to learn how to apply those programming skills to the Python language. The course covers basic programming topics, such as variables, functions and loops, to more advanced topics. Students explore these by self-learning of course materials together with guided programming exercises. Students without the prerequisites but possess relevant programming knowledge may seek instructor's approval for enrolling in the course. Graded P or F.",,"1. Define basic programming elements such as variables, loops and functions in Python. 2. Describe data structures and data abstraction in Python. 3. Implement advanced programming concepts in Python. 4. Design, write and debug computer programs in Python.",,
Excel VBA Programming Bridging Course,COMP1029V,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/COMP,2025-26,,,undergraduate,1.0,HKUST credits,2.0,"This course introduces the VBA programming language, in the context of Microsoft Excel. It is intended for students who already have some experience in computer programming but wish to learn how to apply those programming skills to VBA, within Excel. The course covers basic programming topics, such as variables, functions and loops, to more advanced topics. Appropriate features of the Excel program are also covered. Students explore these by self-learning of course materials together with guided programming exercises. Students without the prerequisites but possess relevant programming knowledge may seek instructor's approval for enrolling in the course. Graded P or F.",,"1. Define basic programming elements such as variables, loops and functions in VBA. 2. Describe data structures and data abstraction in VBA. 3. Implement advanced programming concepts in VBA. 4. Design, write and debug computer programs in VBA.",,
Exploring and Visualizing Data,COMP1942,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/COMP,2025-26,,,undergraduate,3.0,HKUST credits,6.0,"This course teaches concepts and tools for exploring and visualizing data. There are a lot of real-life decision-making problems (e.g., business, logistics, economics, marketing, finance, resource management, forecasting and engineering) which can be formulated using some existing data analysis models. Existing computer science tools such as Microsoft Excel can help us to model and solve these problems easily, and to visualize the solutions.",,"1. Identify and explain a variety of data analytic models 2. Apply appropriate data analytic models to formulate, analyze and solve problems 3. Present results in a layman form",,
Creative Sound and Video Design,COMP1943,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/COMP,2025-26,,,undergraduate,3.0,HKUST credits,6.0,"This experiential project course will provide hands-on experiences in creating music videos and movie/game trailers by creatively remixing music, recutting video, and applying effects. It will provide a creative outlet where students can apply their problem-solving skills in a deep and engaging way to create music remixes, mashups, character videos, and reimagined video stories. It will also give students a chance to work with emerging video technologies. Whether students have music and video editing background or not, this course will provide them a chance to create like a sound designer, video editor, and director. For each of their music video creations, students will also create a behind the-scenes commentary video that describes what they did and how they did it. They will share their creations and commentaries in class, and learn from and be inspired by one another.",,"1. Create video and audio mashups by combining video from one source and audio from another to make them work together 2. Edit, remix, and apply effects to the music and video 3. Refashion music and video sources with plot twisting and movie/actor mashups, and creative storytelling 4. Incorporate emerging video technologies in creative music videos and movie trailers 5. Create behind-the-scenes director commentary videos that document what students did and how they did it",,
Artificial Intelligence Ethics,COMP1944,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/COMP,2025-26,,,undergraduate,3.0,HKUST credits,6.0,"Artificial intelligence (AI) is disrupting every sphere of our work and lives, bringing unprecedented risks to society. This introductory course surveys the explosive area of AI ethics, illuminating relevant AI concepts with no prior background needed. Fake news bots. AI driven social media displacing traditional journalism. Drone warfare. Elimination of traditional jobs. Privacy‐violating advertising. Monopolistic network effects. Biased AI decision/recognition algorithms. Deepfakes. Autonomous vehicles. Automated hedge fund trading. No area remains untouched. Policy think tanks, governments, and tech companies around the world have started paying serious attention to AI ethics. How will human civilization survive the rise of AI? What are the new rules? What are the ethical frameworks needed to avoid extinction? What are engineers’ and entrepreneurs’ ethical responsibilities? For students of the Department of Computer Science and Engineering only. Other students may seek instructor’s approval for enrollment in the course.",,"1. Compare different frameworks for understanding AI ethics and the misuse of AI technology, including IEEE Ethically Aligned Design 2. Contrast deontological (rule-based), consequentialist, and virtue approaches to AI ethics 3. Propose designs for embedding values into autonomous systems and artificial moral cognition, particularly with regard to the ethics of emotional AI, empathetic AI, and affective computing 4. Analyze the AI and machine learning’s fairness, responsibility and accountability, and evaluate what degree of transparency and explainability is possible 5. Analyze how unconscious cognitive biases, mathematical inductive biases, and machine-learned algorithmic biases interact to produce polarizing and discriminatory outcomes 6. Analyze the social consequences of alternative approaches of personal data rights and individual access control 7. Explain the risks of autonomous weapons, analyze the tradeoffs, and contrast policy proposals 8. Analyze AI safety options in the coming eras of strong AI and artificial superintelligence",,
Artificial Intelligence for Everyone: From Data to Applications,COMP1945,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/COMP,2025-26,,,undergraduate,3.0,HKUST credits,6.0,"Dive into the fascinating world of artificial intelligence (AI) with this engaging course designed for non-programmers. You will explore the history and fundamental concepts of AI while discovering its diverse applications in fields like computer vision, natural language processing, deep learning and robotics. Learn how to identify AI problems, develop solutions, and understand the ethical implications surrounding AI technologies. Through case studies, hands-on projects, and insights from industry experts, you will gain practical knowledge and critical thinking skills. By the end of the course, you will be equipped to analyze AI's impact on society and present your own innovative AI project.",,"1. Describe basic AI concepts and explain how AI systems utilize data 2. Identify current AI trends and analyze how AI is transforming various industries 3. Use AI as a collaborative tool to enhance creativity and problem-solving skills, while developing adaptability in AI-driven environments 4. Recognize ethical risks and potential concerns associated with AI systems, along with the fundamental principles of responsible AI 5. Identify potential AI-related problems and propose preliminary AI solutions",,
Programming with C++,COMP2011,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/COMP,2025-26,,,undergraduate,4.0,HKUST credits,8.0,"This course covers programming and data structures using C++. In addition to basic programming concepts such as variables and control statements, students will learn about arrays, pointers, dynamic data allocation, linked lists, stacks, queues, binary trees, recursion, and the basics of object oriented programming.",,1. Use common software tools to develop and debug a program written in an OOP language. 2. Write a short program to solve a simple problem in an OOP language. 3. Demonstrate that recursive and non-recursive functions are abstractions of sub-problems in a task. 4. Describe the concept and the use of pointers in indirect addressing and dynamic memory allocation. 5. Demonstrate the use of several data structures. 6. Implement an abstract data type by defining a class in an OOP language.,,
Object-Oriented Programming and Data Structures,COMP2012,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/COMP,2025-26,,,undergraduate,4.0,HKUST credits,8.0,"To learn the fundamental concepts and techniques behind object-oriented programming. They include: abstract data types; creation, initialization, and destruction of objects; class hierarchies; polymorphism, inheritance and dynamic binding; generic programming using templates. To learn the object-oriented view of data structures: linked lists, stacks, queues, binary trees, and algorithms such as searching and hashing.",,"1. Write object-oriented programs in C++ with object creation, destruction, member variables and functions, inheritance, polymorphisms, and templates. 2. Analyze a program and provide simple solutions with OOP. 3. Write basic algorithms associated with data structures such as stacks, queues, lists, trees, and hashes. 4. Define binary tree and search tree and describe how they are used to solve problems. 5. Develop a large program using separate compilation, good OOP design, and code reuse.",,
Honors Object-Oriented Programming and Data Structures,COMP2012H,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/COMP,2025-26,,,undergraduate,5.0,HKUST credits,10.0,"This course is an accelerated and intensive course on concepts and techniques behind object-oriented programming (OOP) and data structures using an OOP language. It covers the major materials of COMP2011 and COMP2012, and its curriculum is designed for students with excellent programming background or substantial programming experience. Topics include: functions; pointers; abstract data types and their class implementation; static and dynamic construction and destruction of objects; data member and member functions; public interface and encapsulation; class hierarchies; polymorphism; inheritance and dynamic binding; standard template library; generic programming using templates; object-oriented view of data structures: linked lists, queues, stacks, trees, and their algorithms such as searching, sorting and hashing.",,"1. Understand that recursive and non-recursive functions are abstractions of sub-problems in a task. 2. Describe the concept and know how to use pointers in indirect addressing and dynamic memory allocation. 3. Understand and know how to implement a few simple data structures as abstract data type in an OOP language such as stacks, lists, queues, binary tree, and hash table. 4. Understand and implement generic programming using OOP in terms of function overloading, operator overloading, function and class templates. 5. Understand and implement inheritance and polymorphism using static binding, dynamic binding, and virtual functions. 6. Understand and be able to implement searching and hashing algorithms using data structures or STL (standard template library). 7. Write a program of fewer than a thousand lines of OOP codes to solve simple to medium problems with classes. 8. Use common software tools to develop and debug a program written in an OOP language. 9. Develop programs using separate compilation and/or STL.",,
Introduction to Artificial Intelligence,COMP2211,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/COMP,2025-26,,,undergraduate,3.0,HKUST credits,6.0,"This course provides a gentle introduction to artificial intelligence (AI), and emphasizes hands-on practical experiences with Python and AI software tools to explore AI applications. Interesting applications that have been covered in previous class offerings include, but are not limited to, medical diagnosis, predictions of customer behaviour and user attitudes, character recognition, spam mail detection, text and image classifications and recognitions, sentiment analysis, and retinal vessel segmentation. The course also explores recent advances and discusses the history and ethics of AI. Only for students in their first and second year of study or those with approval from instructor by applying requisite waiver.",,1. Demonstrate general understanding of the historical perspective and development of artificial intelligence (Al). 2. Demonstrate fundamental understanding of the basic elements of Al thinking. 3. Demonstrate proficiency in applying basic principles and techniques of Al and using Al software tools to solve problems in a range of applications. 4. Demonstrate awareness of the social and ethical implications as well as potential and limitations of Al.,,
Computer Organization,COMP2611,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/COMP,2025-26,,,undergraduate,4.0,HKUST credits,8.0,"Inner workings of modern digital computer systems and tradeoffs at the hardware-software interface. Topics include: instructions set design, memory systems, input-output systems, interrupts and exceptions, pipelining, performance and cost analysis, assembly language programming, and a survey of advanced architectures.",,"1. Describe the organizational paradigms that determine the capability and performance of computer systems. 2. Define the basic concepts of modern computer hardware, including datapath, control, memory and input/output. 3. Describe the interaction between software and hardware and instruction set architecture. 4. Write and execute small programs of a few hundred lines in assembly language. 5. Understand the basic concepts of digital logic and build the small circuits involved in computer systems.",,
Discrete Mathematical Tools for Computer Science,COMP2711,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/COMP,2025-26,,,undergraduate,4.0,HKUST credits,8.0,"Basic concepts in discrete mathematics needed for the study of computer science: enumeration techniques, basic number theory, logic and proofs, recursion and recurrences, probability theory and graph theory. The approach of this course is specifically computer science application oriented.",,1. Understand and use the specific mathematical concepts taught 2. Understand and use basic mathematical proof techniques. In particular they will be able to prove new statements not previously taught in class 3. Model simple combinatorial and computational problems mathematically,,
Honors Discrete Mathematical Tools for Computer Science,COMP2711H,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/COMP,2025-26,,,undergraduate,4.0,HKUST credits,8.0,"Discrete mathematics needed for the study of computer science: sets, functions; propositional logic, predicate logic, rules of inference, proof techniques; pigeonhole principle, basic and generalized permutations and combinations, binomial coefficients, inclusion-exclusion principle; probability theory, Bayes theorem, expectation, variance, random variables, hashing; cryptography and modular arithmetic, Euclid’s division theorem, multiplicative inverse, divisibility, RSA cryptosystem, Chinese remainder theorem; mathematical induction, strong induction and well-ordering property, recursion, recurrence relations; graph representation, isomorphism, connectivity, Euler paths, Hamilton paths, planarity, graph coloring. Gentle introduction to many discrete mathematical concepts that will appear later in more advanced computer science courses.",,"1. Describe the formulation of common problems in several areas of discrete mathematics, including combinatorics, number theory and cryptography, logic and proof, recursion and recurrences and probability theory. 2. Define the connection between the discrete mathematical tools learned and some core computer science topics covered later in the curriculum, including computational complexity, information security, recursive functions and data structures. 3. Apply the mathematical techniques learned to solve problems in a range of topics. 4. Demonstrate a level of mathematical maturity by solving problems using an array of different proof techniques.",,
Java Programming,COMP3021,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/COMP,2025-26,,,undergraduate,3.0,HKUST credits,6.0,"Introduction to Java programming. Fundamentals include language syntax, object-oriented programming, inheritance, polymorphism, exception handling, multithreading and lambdas. Standard libraries for input/output, graphics programming, built-in data structures. Programming for events, generics and higher-order functions.",,"1. Develop programs in Java, implementing object-oriented concepts, organizing, compiling and deploying Java program files, programming Java exceptions and defining generic functions and classes. 2. Utilize a range of Java programming packages to design and implement multi-threaded applications, graphics, event handlers and functional interfaces. 3. Follow good Java programming practices in applying tools to design and implement unit test cases in a unit testing framework and using an integrated development environment for Java application development.Follow good Java programming practices in applying tools to design and implement unit test cases in a unit testing framework and using an integrated development environment for Java application development.",,
Principles of Programming Languages,COMP3031,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/COMP,2025-26,,,undergraduate,3.0,HKUST credits,6.0,"Comparative studies of programming languages, programming language concepts and constructs. Non-imperative programming paradigms: object-oriented, functional, logic, concurrent programming. Basic concepts of program translation and interpretation. Storage allocation and run-time organization.",,"1. Utilize context-free grammars to identify and define the formal syntax of programming languages. 2. Apply general tools such as Bison and Flex to construct a parser for a language defined by a context-free grammar. 3. Identify the general constructs and concepts used in implementing programming languages, particularly those in function activation and parameter passing methods. 4. Differentiate the alternative programming paradigms of functional and logic programming, and write programs in a language selected from each of the two paradigms (e.g. SML and Prolog).",,
Honors Competitive Programming,COMP3071,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/COMP,2025-26,,,undergraduate,2.0,HKUST credits,4.0,"Intensive programming laboratory to equip students with creative problem solving and competitive programming skills. International programming competition-type problems will be used to motivate the study of algorithms, programming, and other topics in computer science. Enrollment in the course requires approval of the course instructor.",,"1. Utilize context-free grammars to identify and define the formal syntax of programming languages. 2. Apply general tools such as Bison and Flex to construct a parser for a language defined by a context-free grammar. 3. Identify the general constructs and concepts used in implementing programming languages, particularly those in function activation and parameter passing methods. 4. Differentiate the alternative programming paradigms of functional and logic programming, and write programs in a language selected from each of the two paradigms (e.g. SML and Prolog).",,
Software Engineering,COMP3111,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/COMP,2025-26,,,undergraduate,4.0,HKUST credits,8.0,"Methods and tools for planning, designing, implementing, validating, and maintaining large software systems. Project work to build a software system as a team, using appropriate software engineering tools and techniques.",,"1. Apply appropriate modeling techniques to design software for an application of medium complexity: model and document data and processing requirements for an application using a modeling language and implement a disciplined software design for an application. 2. Apply appropriate software engineering techniques to implement an application of medium complexity: transform requirements for an application, expressed in a modeling language, into a working software system, select appropriate algorithms to implement the stated requirements and design and implement a variety of tests to validate that a software system meets its stated requirements. 3. Function effectively as a member of a software development team: organize, manage and participate in a small software development team and plan and schedule the activities involved in developing the software for a medium-sized application.",,
Honors Software Engineering,COMP3111H,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/COMP,2025-26,,,undergraduate,4.0,HKUST credits,8.0,"General methodologies, techniques, and tools for planning, designing, implementing, validating, and maintaining large-scale software systems. Collaborative development environment, automatic static analysis, and testing techniques. Open source project development methodologies and techniques.",,"1. Apply appropriate modeling techniques to design software for an application of medium complexity: model and document data and processing requirements for an application using a modeling language and implement a disciplined software design for an application. 2. Apply appropriate software engineering techniques to implement an application of medium complexity: transform requirements for an application, expressed in a modeling language, into a working software system, select appropriate algorithms to implement the stated requirements and design and implement a variety of tests to validate that a software system meets its stated requirements.Apply appropriate software engineering techniques to implement an application of medium complexity: transform requirements for an application, expressed in a modeling language, into a working software system, select appropriate algorithms to implement the stated requirements and design and implement a variety of tests to validate that a software system meets its stated requirements. 3. Function effectively as a member of a software development team: organize, manage and participate in a small software development team and plan and schedule the activities involved in developing the software for a medium-sized application. 4. Manage a software development environment by selecting appropriate software components to implement the stated requirements for a software system and configuring and managing a software development environment.",,
"Learning, Reasoning, and Decision Making in AI",COMP3211,The Hong Kong University of Science and Technology,Hong Kong,https://prog-crs.hkust.edu.hk/ugcourse/2025-26/COMP,2025-26,,,undergraduate,3.0,HKUST credits,6.0,"This course provides a comprehensive coverage of the reasoning and decision-making aspects of artificial intelligence (AI). It covers fundamental concepts and techniques of AI, such as search, constraint satisfaction, game theory, game tree search, Markov decision processes, reinforcement learning, multi-agent systems, logic reasoning, and probabilistic reasoning.",,"1. Identify the fundamental concepts and techniques of AI: autonomous agents, search, knowledge representation, and machine learning. 2. Understand and apply techniques for searching state spaces, including breadth-first, depth-first, best-first, A* search, minmax game tree search, minmax with alpha-beta pruning, and hill-climbing search. 3. Appreciate some cutting edge research in AI such as multiagent systems, game theory, ontology, semantic web, big data, deep learning, and others.",,
